DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
101111639,05/05/2010,05/02/2010,1600,11,Northeast,1184,330,BURGLARY FROM VEHICLE,0344 1605,41,F,W,101,STREET,,,AA,Adult Arrest,330,,,,MORTON,PARK,"(34.0825, -118.25)"
101121898,10/26/2010,10/25/2010,2100,11,Northeast,1169,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,200 S  AVENUE 54,,"(34.1059, -118.1958)"
101209042,03/07/2010,03/07/2010,1530,12,77th Street,1258,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MAIN,73RD,"(33.9738, -118.2739)"
101210685,03/28/2010,03/27/2010,2200,12,77th Street,1249,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,FIGUEROA,GAGE,"(33.9824, -118.2827)"
101210061,03/19/2010,03/19/2010,2000,12,77th Street,1231,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,59TH,RIMPAU,"(33.9872, -118.3399)"
101215312,05/26/2010,05/25/2010,2230,12,77th Street,1258,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,75TH,SAN PEDRO,"(33.9722, -118.2695)"
101316939,07/19/2010,07/19/2010,2305,13,Newton,1383,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,59TH,MAIN,"(33.9869, -118.2739)"
101309254,03/22/2010,03/22/2010,1000,13,Newton,1321,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,BROADWAY,WASHINGTON                   BL,"(34.0294, -118.2671)"
130100736,03/08/2013,03/08/2013,0257,01,Central,0192,310,BURGLARY,0601 0321 1402 0329 1609 0384,42,M,W,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,310,998,,,1400 S  GRAND                        AV,,"(34.0372, -118.2654)"
101300001,11/29/2010,11/28/2010,2230,13,Newton,1383,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,200 E  62ND                         ST,,"(33.9834, -118.2718)"
101304304,01/06/2010,01/05/2010,1700,13,Newton,1367,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,1600 E  50TH                         PL,,"(33.9971, -118.2449)"
130100737,03/09/2013,03/09/2013,1500,01,Central,0118,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1251,11,M,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,,,,300    BLOOM                        ST,,"(34.0633, -118.229)"
130100741,03/11/2013,03/09/2013,2315,01,Central,0171,888,TRESPASSING,,27,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
101306667,02/10/2010,02/10/2010,1300,13,Newton,1385,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,AVALON,61ST,"(33.9844, -118.2652)"
101306897,02/13/2010,02/12/2010,1530,13,Newton,1383,850,INDECENT EXPOSURE,0529,10,F,H,102,SIDEWALK,,,AO,Adult Other,850,,,,6000 S  BROADWAY,,"(33.9851, -118.2783)"
101309654,03/29/2010,03/29/2010,1430,13,Newton,1347,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,ALAMEDA,VERNON,"(34.0039, -118.2392)"
101311457,04/24/2010,04/23/2010,2000,13,Newton,1351,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,42ND,BROADWAY,"(34.0073, -118.2784)"
101315071,06/20/2010,06/19/2010,2200,13,Newton,1346,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,43RD,ASCOT,"(34.0057, -118.2497)"
130100745,03/10/2013,03/10/2013,1630,01,Central,0118,237,CHILD NEGLECT (SEE 300 W.I.C.),1501,,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,237,,,,300    BLOOM                        ST,,"(34.0633, -118.229)"
101315901,07/03/2010,07/02/2010,1200,13,Newton,1321,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,21ST,MAIN,"(34.0294, -118.2671)"
130100748,03/11/2013,03/11/2013,1810,01,Central,0139,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,,F,H,406,OTHER STORE,,,IC,Invest Cont,745,998,,,600 E  2ND                          ST,,"(34.0472, -118.2371)"
130100752,03/12/2013,03/12/2013,0300,01,Central,0192,624,BATTERY - SIMPLE ASSAULT,0416,31,F,H,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,1400 S  HILL                         ST,,"(34.0361, -118.2634)"
101318388,08/08/2010,08/08/2010,1615,13,Newton,1321,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,200 W  23RD                         ST,,"(34.0285, -118.2691)"
101319650,08/27/2010,08/27/2010,1150,13,Newton,1383,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,62ND,SAN PEDRO,"(33.9834, -118.2695)"
101321103,09/16/2010,09/15/2010,2200,13,Newton,1321,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,2400 S  GRAND                        AV,,"(34.0283, -118.2711)"
101321918,09/28/2010,09/23/2010,2000,13,Newton,1322,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,ADAMS,MAPLE,"(34.0225, -118.2633)"
101327749,12/25/2010,12/24/2010,1200,13,Newton,1313,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,1900    GRIFFITH                     AV,,"(34.0259, -118.2535)"
101405545,01/25/2010,01/25/2010,1220,14,Pacific,1496,625,OTHER ASSAULT,0416,43,M,H,101,STREET,,,IC,Invest Cont,625,,,,VICKSBURG,96TH,"(33.9489, -118.3939)"
101414218,06/07/2010,06/07/2010,1200,14,Pacific,1464,510,VEHICLE - STOLEN,,,,,107,VACANT LOT,,,IC,Invest Cont,510,,,,7200    CRESCENT PARK W,,"(33.9759, -118.4156)"
101417043,07/20/2010,07/19/2010,1730,14,Pacific,1466,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,6300 W  80TH                         ST,,"(33.967, -118.396)"
101420432,09/08/2010,09/03/2010,1030,14,Pacific,1431,330,BURGLARY FROM VEHICLE,0344 1300,22,F,W,101,STREET,,,IC,Invest Cont,330,,,,HORIZON,PACIFIC,"(33.9886, -118.473)"
101422582,10/07/2010,10/05/2010,2240,14,Pacific,1458,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,CULVER,PURDUE                       ST,"(34.001, -118.4129)"
101500638,02/13/2010,02/12/2010,2300,15,N Hollywood,1509,330,BURGLARY FROM VEHICLE,1307 1609,19,M,H,101,STREET,,,IC,Invest Cont,330,,,,VALERIO,DENNY,"(34.2048, -118.3649)"
101508450,03/15/2010,03/15/2010,2210,15,N Hollywood,1547,946,OTHER MISCELLANEOUS CRIME,1402,,M,X,101,STREET,,,IC,Invest Cont,946,,,,MAGNOLIA,BAKMAN,"(34.1649, -118.3774)"
130100755,03/13/2013,03/13/2013,1705,01,Central,0118,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0421,39,M,W,203,OTHER BUSINESS,511,VERBAL THREAT,AA,Adult Arrest,930,998,,,1100 N  MAIN                         ST,,"(34.0631, -118.2337)"
101516909,07/30/2010,07/29/2010,1930,15,N Hollywood,1511,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VARNA,SHERMAN,"(34.2012, -118.4247)"
101620790,11/28/2010,11/27/2010,1930,16,Foothill,1612,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,DE FOE,FILMORE,"(34.2754, -118.4181)"
101606382,02/21/2010,02/20/2010,1830,16,Foothill,1643,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,SAN FERNANDO,VAN NUYS,"(34.2661, -118.4221)"
101608142,03/26/2010,03/26/2010,1615,16,Foothill,1641,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,REMICK,GAIN,"(34.2531, -118.429)"
101609310,04/20/2010,04/20/2010,1030,16,Foothill,1661,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,LAUREL CANYON,BRANFORD,"(34.2409, -118.4132)"
130100763,03/16/2013,03/15/2013,2015,01,Central,0129,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 2004,38,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,ARCADIA,SPRING,"(34.0565, -118.2411)"
130100765,03/17/2013,03/16/2013,1305,01,Central,0162,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0104 2004,34,M,B,402,MARKET,,,AA,Adult Arrest,440,,,,600 W  9TH                          ST,,"(34.0451, -118.2604)"
101215679,05/31/2010,05/30/2010,1700,12,77th Street,1251,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,BRYNHURST,71ST,"(33.9757, -118.3338)"
101115324,07/04/2010,07/03/2010,2340,11,Northeast,1135,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MOSS,BUSHWICK,"(34.1146, -118.2408)"
130100767,03/16/2013,03/16/2013,1640,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,0400,73,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,BROADWAY,"(34.0452, -118.2534)"
101326938,12/12/2010,12/12/2010,2045,13,Newton,1307,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC,ALAMEDA,"(34.0285, -118.2391)"
130100768,03/15/2013,03/15/2013,1430,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,1236 0400,56,M,W,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,200 W  7TH                          ST,,"(34.0445, -118.2523)"
130100771,03/17/2013,03/17/2013,0115,01,Central,0182,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0411 0371,19,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,OLIVE,OLYMPIC,"(34.0423, -118.2595)"
130100772,03/17/2013,03/17/2013,1445,01,Central,0161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0344 0104 0325 0327,,M,H,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,998,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
130100773,03/17/2013,03/17/2013,1950,01,Central,0164,210,ROBBERY,0344 0416 1218 2004 0400,37,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,6TH                          ST,LOS ANGELES,"(34.0446, -118.249)"
130100774,03/17/2013,03/17/2013,1845,01,Central,0111,330,BURGLARY FROM VEHICLE,1402 1607,36,M,B,101,STREET,,,IC,Invest Cont,330,998,,,ALAMEDA,CESAR E CHAVEZ               AV,"(34.0581, -118.2371)"
102122255,12/21/2010,12/21/2010,1415,21,Topanga,2143,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VICTORY,ROYER,"(34.1865, -118.6277)"
101708201,03/17/2010,03/16/2010,1830,17,Devonshire,1701,330,BURGLARY FROM VEHICLE,0344 1307,22,F,H,101,STREET,,,IC,Invest Cont,330,,,,RINALDI,TAMPA,"(34.2746, -118.5586)"
101717325,09/03/2010,09/03/2010,1700,17,Devonshire,1799,510,VEHICLE - STOLEN,,,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,HASKELL,ROSCOE,"(34.2214, -118.4756)"
101719690,10/18/2010,10/17/2010,1800,17,Devonshire,1767,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,LASSEN,LINDLEY,"(34.25, -118.5273)"
101809159,03/30/2010,03/30/2010,1100,18,Southeast,1836,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,108TH,CENTRAL,"(33.9378, -118.2542)"
101910774,04/12/2010,04/03/2010,2200,19,Mission,1924,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,EL DORADO,HUBBARD,"(34.2902, -118.4508)"
101905041,01/18/2010,01/17/2010,1800,19,Mission,1982,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,GRESHAM,MEMORY PARK,"(34.2309, -118.4644)"
130100777,03/19/2013,03/19/2013,2130,01,Central,0156,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,,M,H,726,POLICE FACILITY,,,IC,Invest Cont,740,,,,SAN JULIAN                   ST,5TH                          ST,"(34.0446, -118.245)"
101806529,02/15/2010,02/15/2010,1100,18,Southeast,1803,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,87TH,WALL,"(33.9591, -118.2717)"
101807201,02/28/2010,02/27/2010,1200,18,Southeast,1862,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,116TH,FIGUEROA,"(33.9271, -118.276)"
130100780,03/21/2013,03/21/2013,0915,01,Central,0147,624,BATTERY - SIMPLE ASSAULT,0416,53,M,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  5TH                          ST,,"(34.0449, -118.2458)"
130100781,03/20/2013,03/09/2013,1625,01,Central,0156,888,TRESPASSING,0416,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,500    SAN JULIAN                   ST,,"(34.0446, -118.245)"
101809549,04/05/2010,04/05/2010,2000,18,Southeast,1826,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,102ND,COMPTON,"(33.9443, -118.2462)"
101813252,06/07/2010,06/05/2010,2000,18,Southeast,1842,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,109TH,SAN PEDRO,"(33.9374, -118.2695)"
130100790,03/23/2013,03/23/2013,2010,01,Central,0111,624,BATTERY - SIMPLE ASSAULT,1266 0416,58,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CESAR E CHAVEZ,MAIN                         ST,"(34.0583, -118.2378)"
130100796,03/26/2013,03/26/2013,1600,01,Central,0161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402,24,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
101907609,02/26/2010,02/25/2010,2000,19,Mission,1963,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VAN NUYS,WOODMAN,"(34.245, -118.4502)"
101914387,06/02/2010,06/01/2010,1900,19,Mission,1999,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,7900    WOODMAN                      AV,,"(34.2145, -118.4309)"
101924047,11/01/2010,11/01/2010,1630,19,Mission,1967,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,CARL,BEACHY,"(34.2416, -118.4371)"
101924965,11/16/2010,11/15/2010,2230,19,Mission,1962,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,9100    LEMONA                       AV,,"(34.2355, -118.4589)"
102005284,01/20/2010,01/20/2010,1225,20,Olympic,2045,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,SAN MARINO,NORMANDIE,"(34.0545, -118.2999)"
102009293,03/19/2010,03/19/2010,1330,20,Olympic,2019,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3RD,VERMONT,"(34.0691, -118.2917)"
102011779,04/26/2010,04/24/2010,1130,20,Olympic,2029,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,6TH,VIRGIL,"(34.0637, -118.287)"
102017317,07/26/2010,07/15/2010,2100,20,Olympic,2022,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,4TH,GRAMERCY                     PL,"(34.0672, -118.3128)"
130100800,03/27/2013,03/27/2013,0930,01,Central,0148,946,OTHER MISCELLANEOUS CRIME,1212 0429 1402,12,M,H,102,SIDEWALK,,,AA,Adult Arrest,946,998,,,5TH                          ST,TOWNE                        AV,"(34.0426, -118.2412)"
130100803,03/28/2013,03/28/2013,2230,01,Central,0111,888,TRESPASSING,1402,23,M,H,108,PARKING LOT,,,IC,Invest Cont,888,998,,,700 N  ALAMEDA                      ST,,"(34.0544, -118.2378)"
130100804,03/29/2013,03/29/2013,1900,01,Central,0111,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2000 0416,59,F,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,LOS ANGELES,HOLLYWOOD                    FY,"(34.0615, -118.2412)"
130100805,03/29/2013,03/29/2013,1230,01,Central,0191,310,BURGLARY,0344 1402,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,1900    WRIGHT                       ST,,"(34.0393, -118.2729)"
130100809,03/29/2013,03/29/2013,2315,01,Central,0195,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0329,,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,745,998,,,300 E  18TH                         ST,,"(34.0312, -118.2615)"
130100810,03/30/2013,03/30/2013,1620,01,Central,0185,946,OTHER MISCELLANEOUS CRIME,0601 1402 0914,,M,X,203,OTHER BUSINESS,,,AO,Adult Other,946,,,,1100    MAPLE                        AV,,"(34.0371, -118.2551)"
130100811,03/30/2013,03/30/2013,2345,01,Central,0142,624,BATTERY - SIMPLE ASSAULT,0416 0429,50,M,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)"
130100817,04/03/2013,04/03/2013,1905,01,Central,0153,350,"THEFT, PERSON",0416 0429 0344 2004 1218,52,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,350,,,,500 S  BROADWAY,,"(34.0481, -118.2507)"
130100830,04/09/2013,04/08/2013,2130,01,Central,0156,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0445 0400,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,AA,Adult Arrest,626,,,,500    WALL                         ST,,"(34.0449, -118.2458)"
130100832,04/09/2013,04/08/2013,2335,01,Central,0174,210,ROBBERY,0344 0432,22,M,W,102,SIDEWALK,515,PHYSICAL PRESENCE,AA,Adult Arrest,210,,,,8TH,LOS ANGELES,"(34.0419, -118.2523)"
130100837,04/15/2013,04/15/2013,0740,01,Central,0152,310,BURGLARY,1609 0344,35,F,B,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,700    WILSHIRE                     BL,,"(34.0487, -118.2571)"
130100839,04/15/2013,04/11/2013,1930,01,Central,0161,310,BURGLARY,0325 0378 0344,,M,H,404,DEPARTMENT STORE,,,JA,Juv Arrest,310,998,,,7TH                          ST,FIGUEROA,"(34.0499, -118.2614)"
102117936,09/25/2010,09/25/2010,2025,21,Topanga,2134,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,7400    SAUSALITO                    AV,,"(34.2047, -118.6158)"
130100841,04/17/2013,04/17/2013,0140,01,Central,0111,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 0416,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)"
130100842,04/17/2013,04/17/2013,1825,01,Central,0155,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344 1402 0104,,F,H,405,CLOTHING STORE,,,AA,Adult Arrest,440,998,,,200 E  6TH                          ST,,"(34.0446, -118.249)"
130100846,04/18/2013,04/18/2013,0400,01,Central,0148,624,BATTERY - SIMPLE ASSAULT,1019 0416,70,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4TH                          ST,SAN PEDRO                    ST,"(34.0454, -118.2422)"
130100849,04/20/2013,04/20/2013,0020,01,Central,0164,624,BATTERY - SIMPLE ASSAULT,0416,30,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)"
130100850,04/20/2013,04/20/2013,0245,01,Central,0111,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0448,21,F,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,700    CLEVELAND                    ST,,"(34.0628, -118.242)"
130100851,04/20/2013,04/20/2013,2115,01,Central,0157,755,BOMB SCARE,0601 0404,21,M,H,504,OTHER RESIDENCE,501,BOMB THREAT,IC,Invest Cont,755,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
130100852,04/21/2013,04/21/2013,0100,01,Central,0142,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0319 0400,33,F,W,101,STREET,,,IC,Invest Cont,626,,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)"
130100853,04/21/2013,04/21/2013,2005,01,Central,0124,624,BATTERY - SIMPLE ASSAULT,0416,27,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624,,,,100 W  1ST                          ST,,"(34.0522, -118.2434)"
130100857,04/24/2013,04/23/2013,1945,01,Central,0162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,22,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
130100863,04/27/2013,04/27/2013,2105,01,Central,0164,940,EXTORTION,0311 1402,19,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,940,998,,,8TH                          ST,MAIN                         ST,"(34.3797, -118.5286)"
130100864,04/27/2013,04/27/2013,1830,01,Central,0191,210,ROBBERY,0421 0344 0305 1310 1402 0355 0411,24,M,H,101,STREET,219,SCREWDRIVER,IC,Invest Cont,210,998,,,18TH,GEORGIA                      ST,"(34.0363, -118.2733)"
130100866,04/28/2013,04/28/2013,0100,01,Central,0153,888,TRESPASSING,,,M,H,403,DRUG STORE,,,IC,Invest Cont,888,,,,500 S  BROADWAY,,"(34.0481, -118.2507)"
130100872,05/04/2013,05/04/2013,1300,01,Central,0162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0104 0344 1300 0326,42,F,H,201,JEWELRY STORE,,,AA,Adult Arrest,341,,,,400 W  7TH                          ST,,"(34.0459, -118.2545)"
101220336,07/29/2010,07/29/2010,2000,12,77th Street,1259,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,78TH,CENTRAL,"(33.9685, -118.2564)"
130100874,05/05/2013,05/05/2013,1015,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,0416 0603,,M,B,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,624,,,,5TH                          ST,S  SAN JULIAN                   ST,"(34.0446, -118.245)"
130100875,05/08/2013,05/08/2013,1435,01,Central,0166,210,ROBBERY,0305 0420 0345 0370 0416 0448 0429 1206 1027 1402,53,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,998,,,600    SAN JULIAN                   ST,,"(34.0428, -118.2461)"
130100878,05/13/2013,05/11/2013,1040,01,Central,0182,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,,M,O,101,STREET,,,AA,Adult Arrest,745,,,,12TH                         ST,GRAND                        AV,"(34.0402, -118.2633)"
130100879,05/11/2013,05/10/2013,1800,01,Central,0185,310,BURGLARY,1607 0344,25,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1100    MAPLE                        AV,,"(34.0371, -118.2551)"
130100883,05/14/2013,05/11/2013,2240,01,Central,0182,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,21,M,H,102,SIDEWALK,,,IC,Invest Cont,745,,,,11TH                         ST,HILL                         ST,"(34.0405, -118.2604)"
130100886,05/13/2013,05/13/2013,2220,01,Central,0166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0337 0429 1218 2004,52,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,6TH                          ST,SAN JULIAN,"(34.0423, -118.2452)"
130100892,05/19/2013,05/19/2013,1950,01,Central,0182,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0448 2002 1206,29,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)"
131318519,09/20/2013,09/10/2010,2200,13,Newton,1313,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344,62,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,668,,,,700 E  WASHINGTON                   BL,,"(34.0277, -118.2574)"
130100897,05/23/2013,05/22/2013,1455,01,Central,0152,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0448 0429,41,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,6TH,HILL,"(34.0481, -118.2542)"
130100900,05/23/2013,05/23/2013,1700,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,0416,55,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    SAN JULIAN                   ST,,"(34.0446, -118.245)"
130100902,05/24/2013,05/23/2013,1825,01,Central,0185,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,13,M,H,101,STREET,,,JA,Juv Arrest,745,,,,300 E  11TH                         ST,,"(34.0378, -118.2561)"
130100903,05/23/2013,05/23/2013,2100,01,Central,0166,210,ROBBERY,0416 0429 0305 0352 1202 0344,66,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH                          ST,SAN JULIAN                   ST,"(34.0407, -118.2468)"
